timestamp,B(ghi_kt|8h) ,B(ghi_kt|9h),B(ghi_kt|10h),B(ghi_kt|11h),B(ghi_kt|12h),B(ghi_kt|13h),B(ghi_kt|14h),B(ghi_kt|15h),B(ghi_kt|16h),B(ghi_kt|17h),B(ghi_kt|18h),B(ghi_kt|19h),B(dni_kt|8h) ,B(dni_kt|9h),B(dni_kt|10h),B(dni_kt|11h),B(dni_kt|12h),B(dni_kt|13h),B(dni_kt|14h),B(dni_kt|15h),B(dni_kt|16h),B(dni_kt|17h),B(dni_kt|18h),B(dni_kt|19h),V(ghi_kt|8h) ,V(ghi_kt|9h),V(ghi_kt|10h),V(ghi_kt|11h),V(ghi_kt|12h),V(ghi_kt|13h),V(ghi_kt|14h),V(ghi_kt|15h),V(ghi_kt|16h),V(ghi_kt|17h),V(ghi_kt|18h),V(ghi_kt|19h),V(dni_kt|8h) ,V(dni_kt|9h),V(dni_kt|10h),V(dni_kt|11h),V(dni_kt|12h),V(dni_kt|13h),V(dni_kt|14h),V(dni_kt|15h),V(dni_kt|16h),V(dni_kt|17h),V(dni_kt|18h),V(dni_kt|19h),L(ghi_kt|8h) ,L(ghi_kt|9h),L(ghi_kt|10h),L(ghi_kt|11h),L(ghi_kt|12h),L(ghi_kt|13h),L(ghi_kt|14h),L(ghi_kt|15h),L(ghi_kt|16h),L(ghi_kt|17h),L(ghi_kt|18h),L(ghi_kt|19h),L(dni_kt|8h) ,L(dni_kt|9h),L(dni_kt|10h),L(dni_kt|11h),L(dni_kt|12h),L(dni_kt|13h),L(dni_kt|14h),L(dni_kt|15h),L(dni_kt|16h),L(dni_kt|17h),L(dni_kt|18h),L(dni_kt|19h)
2014-07-14 12:00:00,1.200000,1.198783,1.157993,1.115843,1.084858,1.061034,1.051679,1.042772,1.035068,1.028393,1.022405,1.016960,1.200000,1.161998,1.095417,1.055447,1.025137,0.981501,0.975101,0.976977,0.978769,0.980342,0.981664,0.982913,0.000000,0.001591,0.002040,0.002078,0.013585,0.033429,0.033196,0.031049,0.029272,0.027768,0.026475,0.025347,0.000000,0.003917,0.003361,0.003134,0.015003,0.036713,0.036501,0.034143,0.032191,0.030541,0.029121,0.027884,1.200000,1.197566,1.076411,0.989394,0.960916,0.941916,0.995552,0.980420,0.973433,0.968323,0.962526,0.957068,1.200000,1.123996,0.962255,0.935539,0.903894,0.763320,0.936704,0.990111,0.993098,0.994499,0.994890,0.996651
2014-07-15 12:00:00,1.200000,0.852876,0.898667,0.840938,0.853841,0.869722,0.879353,0.889246,0.896934,0.903029,0.908595,0.903313,1.200000,0.664713,0.614890,0.581959,0.633084,0.680013,0.715145,0.745917,0.770489,0.790917,0.805811,0.803338,0.000000,0.055343,0.057140,0.064255,0.066600,0.060787,0.057491,0.053771,0.050697,0.048092,0.046217,0.047161,0.000000,0.113599,0.101015,0.099089,0.096093,0.087701,0.082228,0.076908,0.072509,0.068784,0.065911,0.065883,1.200000,0.505751,0.990250,0.667752,0.905452,0.949127,0.937138,0.958494,0.958444,0.957880,0.964251,0.845214,1.200000,0.129427,0.515242,0.483166,0.837587,0.914659,0.925931,0.961326,0.967060,0.974776,0.954751,0.776136
2014-07-16 12:00:00,1.200000,1.200000,1.198342,1.076476,1.042973,1.012226,1.005587,0.970539,0.957543,0.943395,0.909639,0.906288,1.200000,1.093127,1.021107,0.850763,0.762598,0.736445,0.752742,0.696378,0.677613,0.657346,0.610895,0.600917,0.000000,0.000000,0.002485,0.056064,0.084596,0.082134,0.084351,0.080739,0.081880,0.081207,0.078208,0.075607,0.000000,0.030669,0.025119,0.068453,0.102901,0.099124,0.100067,0.095484,0.096073,0.094894,0.091348,0.088288,1.200000,1.200000,1.195026,0.710879,0.908959,0.858496,0.965750,0.725205,0.853572,0.816068,0.572075,0.869432,1.200000,0.986254,0.877068,0.339732,0.409934,0.605684,0.850521,0.301828,0.527496,0.474941,0.146384,0.491166
2014-07-17 12:00:00,1.200000,1.060450,1.007500,0.987118,0.971686,0.961710,0.954625,0.951160,0.949511,0.939598,0.922214,0.911367,1.200000,0.777266,0.664791,0.691678,0.703199,0.715786,0.723225,0.735958,0.741020,0.723498,0.678221,0.647824,0.000000,0.045504,0.051195,0.044611,0.044608,0.047165,0.058130,0.056158,0.055626,0.064707,0.076905,0.085989,0.000000,0.118938,0.105630,0.091629,0.084655,0.081606,0.086616,0.082559,0.080137,0.086968,0.097633,0.108772,1.200000,0.920900,0.901601,0.925973,0.909954,0.911831,0.912113,0.926906,0.936317,0.850390,0.748369,0.792051,1.200000,0.354531,0.439843,0.772336,0.749285,0.778718,0.767859,0.825096,0.781517,0.565798,0.225453,0.313450
2014-07-18 12:00:00,1.200000,1.162151,1.098770,1.062427,1.036550,1.021098,1.010591,1.003264,0.997528,0.992020,0.986096,0.981855,1.200000,1.100236,1.025391,0.988635,0.963271,0.953411,0.949868,0.948087,0.947354,0.946227,0.943275,0.937243,0.000000,0.003329,0.002869,0.003067,0.014488,0.017755,0.016547,0.015479,0.014596,0.013848,0.013208,0.018092,0.000000,0.008486,0.007016,0.006447,0.016629,0.019822,0.018479,0.017290,0.016308,0.015477,0.014766,0.021686,1.200000,1.124301,0.972007,0.953400,0.933043,0.943835,0.947551,0.951971,0.951641,0.942452,0.926854,0.935211,1.200000,1.000472,0.875701,0.878367,0.861815,0.904112,0.928606,0.935619,0.941492,0.936089,0.913756,0.870892
2014-07-19 12:00:00,1.200000,1.184290,1.124118,1.082190,1.054605,1.036441,1.024347,1.016022,1.011559,1.008664,0.995019,0.990799,1.200000,1.178490,1.111046,1.068540,1.041663,1.023909,1.013042,1.005577,0.999269,0.993980,0.972501,0.961830,0.000000,0.002574,0.002413,0.002143,0.001949,0.001806,0.001694,0.001615,0.002262,0.002681,0.016428,0.020710,0.000000,0.003149,0.002911,0.002663,0.002452,0.002382,0.002286,0.002198,0.002776,0.003190,0.018433,0.023584,1.200000,1.168581,1.003772,0.956407,0.944266,0.945623,0.951784,0.957741,0.975858,0.982608,0.858573,0.944372,1.200000,1.156981,0.976159,0.941020,0.934155,0.935140,0.947840,0.953321,0.948806,0.946377,0.757708,0.844453
2014-07-20 12:00:00,1.200000,1.196576,1.163866,1.127144,1.092299,1.070417,1.052393,1.023301,1.016479,1.006606,1.003528,0.994849,1.200000,1.140877,1.058346,0.983162,0.962545,0.961086,0.951973,0.924586,0.925768,0.919030,0.919156,0.911895,0.000000,0.002089,0.043635,0.059809,0.055955,0.051123,0.047958,0.049301,0.046820,0.044742,0.043056,0.042466,0.000000,0.004722,0.049492,0.068674,0.064430,0.058861,0.055132,0.056291,0.053428,0.051037,0.049110,0.048496,1.200000,1.193153,1.098444,1.016980,0.952916,0.961009,0.944249,0.819660,0.961897,0.917747,0.972752,0.899374,1.200000,1.081754,0.893282,0.757610,0.880076,0.953795,0.897294,0.732875,0.935223,0.858390,0.920414,0.832027
2014-07-21 12:00:00,1.200000,0.736762,0.536602,0.435169,0.386304,0.361433,0.397478,0.443158,0.510140,0.530464,0.527055,0.527143,1.200000,0.680094,0.453396,0.340047,0.272038,0.226698,0.205646,0.226363,0.293597,0.284375,0.258695,0.240252,0.000000,0.097921,0.079843,0.069107,0.061811,0.056437,0.065988,0.063981,0.069597,0.076176,0.072711,0.071901,0.000000,0.109895,0.089604,0.077545,0.069329,0.063271,0.072558,0.070757,0.077018,0.083917,0.080044,0.079251,1.200000,0.273523,0.136284,0.130870,0.190841,0.237082,0.613746,0.762918,1.045999,0.713381,0.492961,0.528106,1.200000,0.160188,0.000000,0.000000,0.000000,0.000000,0.079336,0.371381,0.831469,0.201375,0.001894,0.037381
2014-07-22 12:00:00,1.200000,1.103108,1.066759,1.037102,1.018780,0.967565,0.957739,0.957302,0.956888,0.955768,0.956757,0.928043,1.200000,1.052017,1.010834,0.986212,0.964232,0.876110,0.855641,0.867268,0.878080,0.885890,0.891620,0.839565,0.000000,0.135853,0.110781,0.095876,0.092461,0.122435,0.121081,0.113417,0.106918,0.101423,0.096714,0.096523,0.000000,0.196647,0.160349,0.138773,0.129914,0.153462,0.150155,0.140623,0.132566,0.125753,0.119896,0.118999,1.200000,1.006216,0.994060,0.948131,0.945495,0.711486,0.898783,0.954242,0.953577,0.945688,0.966646,0.612189,1.200000,0.904033,0.928468,0.912347,0.876314,0.435497,0.732826,0.948655,0.964583,0.956177,0.948918,0.266960
2014-07-23 12:00:00,1.200000,1.190807,1.134580,1.090433,1.062722,1.044050,1.018755,0.993384,0.960034,0.950700,0.944043,0.933154,1.200000,1.192124,1.134259,1.088684,1.059415,1.026725,0.967532,0.902912,0.836110,0.808454,0.784846,0.757610,0.000000,0.002273,0.002443,0.002170,0.002955,0.035852,0.097169,0.110511,0.113026,0.114269,0.120597,0.130193,0.000000,0.002452,0.002705,0.002452,0.003641,0.042072,0.107598,0.120463,0.122397,0.124200,0.131457,0.142789,1.200000,1.181615,1.022126,0.957992,0.951878,0.950690,0.866986,0.815786,0.693238,0.866693,0.877472,0.813368,1.200000,1.184248,1.018530,0.951957,0.942338,0.863277,0.612374,0.450571,0.301695,0.559554,0.548766,0.458009
2014-07-24 12:00:00,1.200000,1.197514,1.149461,1.109965,1.084040,1.066403,1.054686,1.045616,1.038310,1.032185,1.027137,1.023344,1.200000,1.200000,1.169480,1.136016,1.113847,1.098501,1.084957,1.077116,1.071239,1.066925,1.064494,1.064329,0.000000,0.001371,0.002143,0.001922,0.001763,0.001678,0.001588,0.001545,0.001491,0.001443,0.001390,0.001354,0.000000,0.000000,0.002041,0.001939,0.001857,0.001922,0.017432,0.016318,0.015394,0.014611,0.013937,0.013351,1.200000,1.195028,1.053354,0.991476,0.980343,0.978217,0.984384,0.982121,0.979869,0.977058,0.976654,0.981625,1.200000,1.200000,1.108441,1.035624,1.025169,1.021770,1.003693,1.022228,1.024222,1.028100,1.040191,1.062514
2014-07-25 12:00:00,1.200000,1.198066,1.149975,1.110997,1.085942,1.069563,1.058848,1.050694,1.044220,1.038467,1.033224,1.028696,1.200000,1.200000,1.163744,1.130007,1.108366,1.094576,1.085732,1.078293,1.071950,1.064240,1.058778,1.054365,0.000000,0.001268,0.002336,0.002256,0.002190,0.002117,0.002038,0.001948,0.001874,0.001807,0.001738,0.001715,0.000000,0.000000,0.002309,0.002376,0.002431,0.002358,0.002307,0.002259,0.002181,0.014351,0.013688,0.013122,1.200000,1.196132,1.053794,0.994063,0.985721,0.987666,0.994561,0.993619,0.992424,0.986692,0.980789,0.978897,1.200000,1.200000,1.091231,1.028798,1.021803,1.025627,1.032667,1.026220,1.021208,0.994844,1.004156,1.005821
2014-07-26 12:00:00,1.200000,1.199246,1.158446,1.119665,1.092564,1.075082,1.064019,1.056183,1.050417,1.045569,1.041074,1.037486,1.200000,1.200000,1.177692,1.144090,1.118756,1.102659,1.093063,1.086384,1.081748,1.078050,1.074635,1.072038,0.000000,0.001053,0.001932,0.001766,0.001667,0.001682,0.001694,0.001697,0.001661,0.001599,0.001534,0.001478,0.000000,0.000000,0.001719,0.001681,0.001679,0.001781,0.001904,0.001923,0.001917,0.001897,0.001851,0.001824,1.200000,1.198493,1.076846,1.003323,0.984159,0.987670,0.997645,1.001329,1.004291,1.001937,0.996126,0.998020,1.200000,1.200000,1.133075,1.043285,1.017422,1.022175,1.035481,1.039634,1.044659,1.044768,1.040489,1.043465
2014-07-27 12:00:00,1.200000,1.172474,1.135537,1.100827,1.077836,1.063453,1.053599,1.046127,1.039493,1.034643,1.030310,1.025445,1.200000,1.149786,1.120797,1.094818,1.077365,1.067471,1.060974,1.055249,1.047894,1.043344,1.037847,1.030397,0.000000,0.055836,0.045612,0.039480,0.035302,0.032223,0.029832,0.027909,0.026316,0.024967,0.023810,0.022809,0.000000,0.087259,0.071215,0.061637,0.055114,0.050305,0.046571,0.043566,0.041078,0.038971,0.037161,0.035592,1.200000,1.144947,1.061663,0.996700,0.985869,0.991539,0.994479,0.993819,0.986425,0.990985,0.986988,0.971923,1.200000,1.099573,1.062818,1.016883,1.007552,1.018000,1.021995,1.015173,0.989053,1.002396,0.982873,0.948447
2014-07-28 12:00:00,1.200000,1.185628,1.117193,1.030178,1.017976,1.010832,0.990077,0.932987,0.916523,0.879382,0.871247,0.853412,1.200000,1.191375,1.115918,1.012479,1.007730,1.004789,0.956473,0.851563,0.801434,0.744098,0.721054,0.681651,0.000000,0.002379,0.056029,0.072481,0.064812,0.059156,0.078474,0.105338,0.115611,0.114733,0.115832,0.119402,0.000000,0.002421,0.066704,0.084498,0.075562,0.068972,0.090898,0.116034,0.126421,0.125612,0.126883,0.131011,1.200000,1.171256,0.980323,0.769133,0.969169,0.975108,0.865549,0.533357,0.784812,0.545114,0.789902,0.657225,1.200000,1.182750,0.965006,0.702160,0.988736,0.990083,0.666580,0.117189,0.400400,0.228078,0.490610,0.248221
2014-07-29 12:00:00,1.200000,1.166684,1.147258,1.054838,1.035742,1.011567,1.005805,0.995110,0.998103,0.997863,0.996673,1.001515,1.200000,1.001566,0.903008,0.809007,0.828300,0.820081,0.806579,0.789959,0.801400,0.815914,0.826208,0.831888,0.000000,0.028585,0.059944,0.067504,0.064150,0.072706,0.077827,0.075421,0.071630,0.068771,0.069269,0.067842,0.000000,0.106198,0.114100,0.110255,0.101571,0.104275,0.105643,0.101212,0.095891,0.091717,0.090990,0.088593,1.200000,1.133368,1.108405,0.777577,0.959358,0.890695,0.971232,0.920243,1.022047,0.995700,0.984779,1.054774,1.200000,0.803132,0.705891,0.527004,0.905473,0.778989,0.725562,0.673619,0.892929,0.946545,0.929142,0.894364
2014-07-30 12:00:00,1.200000,1.157873,1.074176,1.048899,0.973348,0.965396,0.960810,0.956523,0.946938,0.948052,0.949739,0.949048,1.200000,1.104266,0.918883,0.844577,0.743835,0.757023,0.756544,0.756801,0.745695,0.758616,0.771321,0.750334,0.000000,0.040462,0.077134,0.089291,0.116667,0.118712,0.136633,0.135994,0.137793,0.136594,0.132438,0.134658,0.000000,0.071338,0.104744,0.115506,0.140379,0.141270,0.158502,0.156896,0.158089,0.156437,0.151593,0.155222,1.200000,1.115747,0.906782,0.973069,0.671141,0.925637,0.933293,0.926515,0.870260,0.958078,0.966608,0.941441,1.200000,1.008532,0.548118,0.621659,0.340867,0.822960,0.753670,0.758599,0.656852,0.874905,0.898366,0.519475
2014-07-31 12:00:00,1.200000,0.928069,0.793480,0.773903,0.774333,0.801368,0.821814,0.838114,0.850902,0.859005,0.868003,0.883808,1.200000,0.761834,0.510687,0.441486,0.431544,0.503564,0.558365,0.600612,0.631691,0.649491,0.666853,0.679091,0.000000,0.077134,0.070465,0.101290,0.093665,0.085484,0.079129,0.074009,0.069771,0.067431,0.064319,0.064189,0.000000,0.110772,0.096702,0.124606,0.114868,0.104836,0.097044,0.090766,0.085568,0.082477,0.078666,0.078158,1.200000,0.656138,0.524301,0.715172,0.776055,0.936539,0.944495,0.952216,0.953199,0.931937,0.957985,1.057663,1.200000,0.323669,0.008392,0.233882,0.391778,0.863663,0.887172,0.896339,0.880325,0.809694,0.840464,0.813717
2014-08-01 12:00:00,1.200000,1.194141,1.139776,1.095300,1.066374,1.047647,1.036389,1.024825,1.019535,1.013867,1.008274,1.003426,1.200000,1.198439,1.150492,1.106308,1.076352,1.056184,1.041238,1.017584,1.012775,1.006450,0.998770,0.991604,0.000000,0.002121,0.002348,0.002087,0.001963,0.002693,0.006348,0.023467,0.022133,0.021011,0.020036,0.019187,0.000000,0.001456,0.002272,0.002089,0.002028,0.002982,0.007165,0.025900,0.024432,0.023197,0.022124,0.021189,1.200000,1.188282,1.031045,0.961872,0.950673,0.954011,0.968843,0.943877,0.977216,0.962848,0.952347,0.950102,1.200000,1.196878,1.054597,0.973757,0.956529,0.955341,0.951567,0.852001,0.974309,0.949522,0.921964,0.912787
2014-08-02 12:00:00,1.200000,1.193130,1.143317,1.104218,1.079087,1.063079,1.052010,1.045295,1.039934,1.035555,1.031747,1.029028,1.200000,1.199448,1.164510,1.129230,1.106162,1.090896,1.080195,1.074677,1.069986,1.066003,1.062030,1.058718,0.000000,0.002164,0.002514,0.002508,0.002466,0.002450,0.002488,0.002411,0.002318,0.002214,0.002121,0.002251,0.000000,0.001224,0.002537,0.002660,0.002741,0.002782,0.002877,0.002815,0.002723,0.002628,0.002545,0.002704,1.200000,1.186260,1.043690,0.986922,0.978563,0.983037,0.985600,0.998290,0.997041,0.996147,0.993668,0.999114,1.200000,1.198896,1.094633,1.023390,1.013894,1.014566,1.015983,1.036053,1.032456,1.030162,1.022300,1.022287
2014-08-03 12:00:00,1.200000,1.198055,1.144562,1.102156,1.075668,1.059253,1.047679,1.039985,1.033187,1.022157,1.016226,1.012816,1.200000,1.194437,1.140685,1.102381,1.079072,1.065814,1.056485,1.050501,1.041737,1.016498,1.005897,1.004745,0.000000,0.001767,0.002720,0.002767,0.002782,0.002802,0.002871,0.005409,0.015606,0.055090,0.079438,0.083434,0.000000,0.002190,0.002960,0.003069,0.003189,0.003274,0.003382,0.006115,0.017099,0.060529,0.087902,0.092455,1.200000,1.196110,1.037577,0.974938,0.969714,0.977180,0.978234,0.986126,0.978805,0.922889,0.956912,0.975304,1.200000,1.188874,1.033182,0.987468,0.985837,0.999522,1.000509,1.008616,0.971623,0.789350,0.899885,0.992073
2014-08-04 12:00:00,1.200000,1.024953,0.866719,0.817166,0.765587,0.764200,0.774752,0.731482,0.738282,0.747064,0.750027,0.769677,1.200000,0.790000,0.538674,0.421040,0.343119,0.320325,0.329689,0.289768,0.293493,0.300817,0.301230,0.315189,0.000000,0.014514,0.015396,0.017514,0.018117,0.028546,0.030249,0.028812,0.033623,0.038172,0.038905,0.055019,0.000000,0.110004,0.090336,0.079140,0.071277,0.069729,0.066527,0.062381,0.062520,0.063313,0.062177,0.074704,1.200000,0.849906,0.550250,0.668508,0.559269,0.757268,0.838063,0.428596,0.792679,0.826100,0.779660,0.985826,1.200000,0.380000,0.036022,0.068137,0.031437,0.206353,0.385871,0.010322,0.323293,0.366739,0.305356,0.468741
2014-08-05 12:00:00,1.200000,0.858339,0.627769,0.536934,0.479174,0.456958,0.457894,0.436078,0.418208,0.422603,0.423781,0.409006,1.200000,0.800091,0.533394,0.400046,0.320036,0.271106,0.232530,0.203463,0.180878,0.165622,0.150663,0.138108,0.000000,0.089994,0.073393,0.063663,0.056953,0.057143,0.053174,0.049768,0.046953,0.048877,0.046709,0.044730,0.000000,0.109705,0.089449,0.077411,0.069210,0.067221,0.062244,0.058215,0.054881,0.055068,0.052517,0.050278,1.200000,0.516678,0.166627,0.264431,0.248133,0.345876,0.463515,0.283365,0.275251,0.462150,0.435566,0.246475,1.200000,0.400182,0.000000,0.000000,0.000000,0.026452,0.001074,0.000000,0.000196,0.028315,0.001073,0.000000
2014-08-06 12:00:00,1.200000,0.905515,0.668543,0.522276,0.440847,0.406154,0.374338,0.356437,0.348950,0.327289,0.307448,0.287591,1.200000,0.810000,0.540000,0.405000,0.324000,0.270000,0.231429,0.202502,0.180002,0.162002,0.147274,0.135001,0.000000,0.061726,0.050486,0.043750,0.039366,0.036558,0.033881,0.031771,0.030103,0.028594,0.027280,0.026126,0.000000,0.110004,0.089692,0.077622,0.069398,0.063334,0.058624,0.054829,0.051688,0.049031,0.046745,0.044752,1.200000,0.611029,0.194601,0.083475,0.115128,0.232690,0.183442,0.231127,0.289061,0.132332,0.109042,0.069160,1.200000,0.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000
2014-08-07 12:00:00,1.200000,1.146139,1.033300,0.913556,0.895739,0.879764,0.880083,0.885335,0.888240,0.884638,0.882546,0.882869,1.200000,0.837574,0.622918,0.518555,0.508375,0.503553,0.522334,0.556481,0.581455,0.590149,0.600762,0.610528,0.000000,0.012441,0.022455,0.026325,0.031819,0.031742,0.033388,0.031605,0.029945,0.031026,0.039992,0.038341,0.000000,0.110365,0.092741,0.082471,0.077231,0.071779,0.068481,0.064258,0.060660,0.059020,0.063169,0.060517,1.200000,1.092279,0.807620,0.554327,0.824470,0.799887,0.882002,0.922093,0.911483,0.852216,0.861627,0.886424,1.200000,0.475149,0.193607,0.205466,0.467652,0.479445,0.635020,0.795510,0.781243,0.668400,0.706891,0.717951
2014-08-08 12:00:00,1.200000,1.147474,1.068050,1.024380,0.999705,0.986768,0.978331,0.972820,0.968442,0.964535,0.960416,0.956043,1.200000,1.040269,0.939212,0.897901,0.879913,0.874739,0.872376,0.872158,0.871698,0.870469,0.867471,0.862273,0.000000,0.005167,0.004311,0.003775,0.003466,0.003202,0.003004,0.002828,0.002679,0.002552,0.002439,0.002357,0.000000,0.053084,0.043307,0.037488,0.033530,0.030609,0.028343,0.026513,0.024998,0.023715,0.022613,0.021656,1.200000,1.094948,0.909201,0.893371,0.901002,0.922082,0.927715,0.934236,0.933425,0.929370,0.919219,0.907946,1.200000,0.880539,0.737096,0.773970,0.807962,0.848865,0.858200,0.870631,0.868019,0.859404,0.837491,0.805105
2014-08-09 12:00:00,1.200000,1.200000,1.152376,1.071572,1.013082,1.003423,0.996083,0.987190,0.982189,0.980492,0.978458,0.976102,1.200000,1.197802,1.083504,0.927775,0.816713,0.826807,0.836227,0.829296,0.832729,0.839694,0.846768,0.850983,0.000000,0.000000,0.049012,0.067525,0.062988,0.057834,0.053537,0.053006,0.050431,0.047851,0.045627,0.043682,0.000000,0.002015,0.061126,0.079876,0.074139,0.068013,0.062960,0.061881,0.058802,0.055790,0.053197,0.050930,1.200000,1.200000,1.057128,0.829159,0.779123,0.955131,0.952040,0.924943,0.942174,0.965223,0.958122,0.950178,1.200000,1.195605,0.854908,0.460589,0.372465,0.877274,0.892748,0.780783,0.860189,0.902377,0.917512,0.897351
2014-08-10 12:00:00,1.200000,1.194525,1.135634,1.094437,1.068941,1.052234,1.041279,1.033547,1.027635,1.022803,1.017852,1.014016,1.200000,1.187284,1.116395,1.074591,1.051466,1.036804,1.027346,1.020292,1.014887,1.010223,1.003302,0.998141,0.000000,0.002189,0.002733,0.002726,0.002794,0.002875,0.002909,0.002959,0.002916,0.002807,0.002752,0.002658,0.000000,0.003295,0.003663,0.003582,0.003623,0.003670,0.003751,0.003832,0.003765,0.003661,0.003620,0.003512,1.200000,1.189050,1.017851,0.970844,0.966961,0.968698,0.975546,0.979423,0.980341,0.979318,0.968335,0.971821,1.200000,1.174567,0.974618,0.949177,0.958965,0.963495,0.970600,0.970911,0.971648,0.968244,0.934100,0.941363
2014-08-11 12:00:00,1.200000,1.120080,0.936530,0.855848,0.833687,0.789570,0.801794,0.822255,0.837628,0.848964,0.859039,0.867326,1.200000,0.954987,0.654156,0.516142,0.472445,0.423364,0.460776,0.519010,0.562826,0.598923,0.629370,0.653176,0.000000,0.045510,0.046612,0.046209,0.056992,0.060971,0.058924,0.055152,0.052772,0.050277,0.047934,0.045891,0.000000,0.121255,0.103697,0.092925,0.094340,0.092251,0.087449,0.081825,0.077773,0.073958,0.070512,0.067508,1.200000,1.040159,0.569431,0.613800,0.745044,0.568987,0.875136,0.965480,0.960614,0.950991,0.959789,0.958478,1.200000,0.709974,0.052494,0.102100,0.297654,0.177959,0.685250,0.926651,0.913351,0.923797,0.933843,0.915043
2014-08-12 12:00:00,1.200000,1.194923,1.140370,1.097060,1.067124,1.045971,1.034924,1.029271,1.003474,0.992642,0.970718,0.961356,1.200000,1.191968,1.133058,1.089192,1.048193,1.021251,1.004108,0.991223,0.939844,0.920455,0.877627,0.849919,0.000000,0.002190,0.002414,0.002170,0.047501,0.065001,0.068315,0.072449,0.135589,0.144302,0.168089,0.172593,0.000000,0.003174,0.003077,0.002780,0.053562,0.072900,0.077098,0.082067,0.145817,0.155597,0.182107,0.188002,1.200000,1.189845,1.031265,0.967128,0.947384,0.940207,0.968641,0.989701,0.797098,0.895153,0.751480,0.858373,1.200000,1.183937,1.015236,0.957595,0.884195,0.886545,0.901248,0.901028,0.528815,0.745952,0.449350,0.545133
2014-08-13 12:00:00,1.200000,1.146038,0.970813,0.949138,0.916615,0.921674,0.923200,0.926865,0.930022,0.935364,0.939029,0.941415,1.200000,0.932627,0.680715,0.674186,0.616514,0.640345,0.653221,0.681400,0.703025,0.732280,0.755649,0.772863,0.000000,0.012867,0.038811,0.038772,0.042148,0.046403,0.067898,0.064786,0.062301,0.059192,0.056434,0.054260,0.000000,0.092540,0.087536,0.079024,0.075126,0.074416,0.090114,0.085485,0.081788,0.077674,0.074056,0.071119,1.200000,1.092076,0.620363,0.884114,0.786523,0.946969,0.932357,0.952519,0.955279,0.983442,0.975673,0.967660,1.200000,0.665254,0.176890,0.654599,0.385828,0.759498,0.730478,0.878655,0.876026,0.995569,0.989340,0.962221
2014-08-14 12:00:00,1.200000,1.200000,1.163706,1.072166,1.040258,1.014252,0.998946,0.974100,0.953421,0.951760,0.953958,0.956260,1.200000,1.200000,1.161291,1.017263,0.990196,0.941160,0.888346,0.820963,0.756934,0.755170,0.776778,0.794493,0.000000,0.000000,0.003092,0.035967,0.049989,0.091848,0.102630,0.118939,0.116077,0.111897,0.106682,0.102135,0.000000,0.000000,0.002543,0.040545,0.057184,0.104808,0.116645,0.135273,0.131505,0.126647,0.120745,0.115599,1.200000,1.200000,1.091119,0.797547,0.912623,0.884225,0.907106,0.800180,0.787988,0.936814,0.975943,0.981576,1.200000,1.200000,1.083874,0.585177,0.881929,0.695982,0.571460,0.349285,0.244697,0.739296,0.992856,0.989357
2014-08-15 12:00:00,1.200000,1.199223,1.145460,1.098919,1.068246,1.049125,1.036815,1.028134,1.021790,1.016827,1.012823,1.009501,1.200000,1.199973,1.148034,1.101525,1.071725,1.053848,1.043081,1.035908,1.031203,1.028124,1.025911,1.024091,0.000000,0.001608,0.002600,0.002314,0.002119,0.001988,0.001917,0.001863,0.001783,0.001717,0.001653,0.001592,0.000000,0.000292,0.002793,0.002526,0.002381,0.002274,0.002230,0.002189,0.002155,0.002110,0.002063,0.002030,1.200000,1.198446,1.037933,0.959297,0.945553,0.953520,0.962953,0.967365,0.971040,0.972159,0.972781,0.972966,1.200000,1.199947,1.044154,0.961997,0.952525,0.964467,0.978479,0.985694,0.993566,1.000411,1.003784,1.004063
2014-08-16 12:00:00,1.200000,1.200000,1.154354,1.109565,1.078555,1.059251,1.046548,1.037437,1.030370,1.024949,1.020655,1.017507,1.200000,1.200000,1.164338,1.121362,1.090486,1.072133,1.060422,1.052176,1.045876,1.041475,1.038301,1.036122,0.000000,0.000000,0.002447,0.002274,0.002120,0.002000,0.001913,0.001839,0.001768,0.001711,0.001649,0.001601,0.000000,0.000000,0.002535,0.002413,0.002348,0.002266,0.002221,0.002149,0.002086,0.002055,0.002008,0.001967,1.200000,1.200000,1.063063,0.975197,0.954514,0.962732,0.970329,0.973663,0.973833,0.976160,0.977716,0.982873,1.200000,1.200000,1.093014,0.992433,0.966982,0.980370,0.990157,0.994455,0.995477,1.001858,1.006561,1.012159
2014-08-17 12:00:00,1.200000,1.200000,1.167517,1.125973,1.098287,1.079352,1.065928,1.056211,1.048777,1.043037,1.038484,1.035714,1.200000,1.200000,1.180286,1.143319,1.118748,1.101663,1.089403,1.080349,1.073472,1.068503,1.064855,1.063468,0.000000,0.000000,0.002090,0.002040,0.001955,0.001871,0.001808,0.001727,0.001656,0.001621,0.001573,0.001537,0.000000,0.000000,0.001936,0.002062,0.002066,0.002072,0.002049,0.001970,0.001941,0.001970,0.001927,0.001908,1.200000,1.200000,1.102550,1.001340,0.987542,0.984680,0.985383,0.988191,0.989303,0.991381,0.992950,1.005246,1.200000,1.200000,1.140858,1.032416,1.020466,1.016238,1.015841,1.016976,1.018454,1.023776,1.028384,1.048202
